full_id,tray_id,country_transc,country_est,country_all,continent,latitude,longitude,country_source,transcription_from,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_005,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_006,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_007,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_008,34_5_11_tray_17,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_009,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_010,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_011,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_012,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_013,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_014,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_015,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_016,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_017,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_018,34_5_11_tray_17,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_019,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_020,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_021,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_17_spec_022,34_5_11_tray_17,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_001,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_002,34_5_11_tray_18,Italy,transcribed,Italy,Europe,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_003,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_004,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_005,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_006,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_007,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_008,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_009,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_18_spec_010,34_5_11_tray_18,,Italy,Italy,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_19_spec_001,34_5_11_tray_19,Philippines,transcribed,Philippines,Asia,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_001,34_5_11_tray_20,Democratic Republic of the Congo,transcribed,Democratic Republic of the Congo,Africa,3.55936694,25.7379446,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_002,34_5_11_tray_20,Democratic Republic of the Congo,transcribed,Democratic Republic of the Congo,Africa,3.273858406,25.52724753,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_003,34_5_11_tray_20,Democratic Republic of the Congo,transcribed,Democratic Republic of the Congo,Africa,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_004,34_5_11_tray_20,Democratic Republic of the Congo,transcribed,Democratic Republic of the Congo,Africa,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_005,34_5_11_tray_20,Democratic Republic of the Congo,transcribed,Democratic Republic of the Congo,Africa,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_006,34_5_11_tray_20,,Democratic Republic of the Congo,Democratic Republic of the Congo,Africa,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_007,34_5_11_tray_20,Democratic Republic of the Congo,transcribed,Democratic Republic of the Congo,Africa,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_008,34_5_11_tray_20,Democratic Republic of the Congo,transcribed,Democratic Republic of the Congo,Africa,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_009,34_5_11_tray_20,,Democratic Republic of the Congo,Democratic Republic of the Congo,Africa,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_20_spec_010,34_5_11_tray_20,,Democratic Republic of the Congo,Democratic Republic of the Congo,Africa,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_21_spec_001,34_5_11_tray_21,China,transcribed,China,Asia,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_11_tray_21_spec_002,34_5_11_tray_21,,China,China,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_21_spec_003,34_5_11_tray_21,,China,China,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_21_spec_004,34_5_11_tray_21,,China,China,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_22_spec_001,34_5_11_tray_22,China,transcribed,China,Asia,34.6048976,98.2763273,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_11_tray_22_spec_002,34_5_11_tray_22,,China,China,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_22_spec_003,34_5_11_tray_22,,China,China,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_23_spec_001,34_5_11_tray_23,Mozambique,transcribed,Mozambique,Africa,9.93705244,43.1891405,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_11_tray_23_spec_002,34_5_11_tray_23,,Mozambique,Mozambique,Africa,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_24_spec_001,34_5_11_tray_24,Madagascar,transcribed,Madagascar,Africa,-18.919167,47.5193769,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_11_tray_24_spec_002,34_5_11_tray_24,,Madagascar,Madagascar,Africa,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_24_spec_003,34_5_11_tray_24,,Madagascar,Madagascar,Africa,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_11_tray_24_spec_004,34_5_11_tray_24,,Madagascar,Madagascar,Africa,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_001,34_5_12_tray_01,Germany,transcribed,Germany,Europe,53.5388162,9.98810837,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_002,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_003,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_004,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_005,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_006,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_007,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_008,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_009,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_010,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_011,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_012,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_013,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_014,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_015,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_016,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_017,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_018,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_019,34_5_12_tray_01,,Ukraine,Ukraine,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_020,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_021,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_022,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_023,34_5_12_tray_01,Hungary,transcribed,Hungary,Europe,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_024,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_025,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_026,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_027,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_028,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_029,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_030,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_031,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_032,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_033,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_034,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_035,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_036,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_037,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_038,34_5_12_tray_01,,Germany,Germany,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_039,34_5_12_tray_01,Ukraine,transcribed,Ukraine,Europe,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_040,34_5_12_tray_01,Ukraine,transcribed,Ukraine,Europe,49.95304024,30.48047529,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_01_spec_041,34_5_12_tray_01,Ukraine,transcribed,Ukraine,Europe,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_02_spec_001,34_5_12_tray_02,Spain,transcribed,Spain,Europe,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_02_spec_002,34_5_12_tray_02,,Spain,Spain,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_02_spec_003,34_5_12_tray_02,,Spain,Spain,Europe,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_03_spec_001,34_5_12_tray_03,Greece,transcribed,Greece,Europe,35.3306354,24.2760128,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_03_spec_002,34_5_12_tray_03,Greece,transcribed,Greece,Europe,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_001,34_5_12_tray_04,Chile,transcribed,Chile,South America,-41.322144,-72.604761,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_002,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_003,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_004,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_005,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_006,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_007,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_008,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_009,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_010,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_011,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_012,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_013,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_014,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_015,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_016,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_017,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_018,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_019,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_020,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_021,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_022,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_023,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_024,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_025,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_026,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_027,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_028,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_029,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_030,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_031,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_032,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_033,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_034,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_035,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_036,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_037,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_038,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_039,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_040,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_041,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_042,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_043,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_044,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_045,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_046,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_047,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_048,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_049,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_050,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_051,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_052,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_053,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_04_spec_054,34_5_12_tray_04,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_05_spec_001,34_5_12_tray_05,Philippines,transcribed,Philippines,Asia,7.76401542,124.66192,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_05_spec_002,34_5_12_tray_05,,Philippines,Philippines,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_05_spec_003,34_5_12_tray_05,,Philippines,Philippines,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_001,34_5_12_tray_06,Chile,transcribed,Chile,South America,-40.079908,-72.136801,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_002,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_003,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_004,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_005,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_006,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_007,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_008,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_009,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_010,34_5_12_tray_06,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_011,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_012,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_013,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_014,34_5_12_tray_06,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_015,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_016,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_017,34_5_12_tray_06,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_018,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_019,34_5_12_tray_06,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_020,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_021,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_022,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_023,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_024,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_025,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_026,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_027,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_028,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_029,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_030,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_06_spec_031,34_5_12_tray_06,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_07_spec_001,34_5_12_tray_07,India,transcribed,India,Asia,28.6132596,77.2086386,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_07_spec_002,34_5_12_tray_07,India,transcribed,India,Asia,28.61137987,77.21579819,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_07_spec_003,34_5_12_tray_07,India,transcribed,India,Asia,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_07_spec_004,34_5_12_tray_07,,India,India,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_07_spec_005,34_5_12_tray_07,India,transcribed,India,Asia,28.61137987,77.21579819,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_07_spec_006,34_5_12_tray_07,,India,India,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_001,34_5_12_tray_08,Chile,transcribed,Chile,South America,-41.468616,-72.947334,transcribed,manual,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_002,34_5_12_tray_08,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_003,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_004,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_005,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_006,34_5_12_tray_08,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_007,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_008,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_009,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_010,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_011,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_012,34_5_12_tray_08,Chile,transcribed,Chile,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_013,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_5_12_tray_08_spec_014,34_5_12_tray_08,,Chile,Chile,South America,,,estimate,none,,,,,,,,,,,,,,,,,
